iter	RMSE
245	36.09752727
246	36.04904134
247	35.97954248
248	35.92663492
249	35.87677748
250	35.82700225
251	35.78584314
252	35.73629666
253	35.65648081
254	35.59523322
255	35.54789643
256	35.50042871
257	35.43578455
258	35.38942466
259	35.34750777
260	35.28726614
261	35.24438558
262	35.1962796
263	35.15025742
264	35.07899957
265	35.04611
266	34.99882115
267	34.94901654
268	34.8803653
269	34.82018095
270	34.7521684
271	34.69606677
272	34.65253613
273	34.58924828
274	34.5517156
275	34.511334
276	34.47986153
277	34.43672857
278	34.38162507
279	34.31234205
280	34.26122653
281	34.20558717
282	34.15778665
283	34.11324151
284	34.06935144
285	34.03427973
286	33.98589962
287	33.94812162
288	33.90691268
289	33.85590938
290	33.79278813
291	33.72448651
292	33.66567123
293	33.61892447
294	33.57143566
295	33.54095862
296	33.49659846
297	33.45336912
298	33.41290885
299	33.36212074
300	33.32317018
301	33.28590543
302	33.23021757
303	33.20101777
304	33.14648297
305	33.10892835
306	33.077561
307	33.01450059
308	32.97630203
309	32.94931256
310	32.91010285
311	32.86294087
312	32.82157066
313	32.79066489
314	32.73262695
315	32.69641543
316	32.65909999
317	32.60689855
318	32.55994932
319	32.52311116
320	32.48001452
321	32.45398237
322	32.427333
323	32.38257446
324	32.34652232
325	32.3087036
326	32.27164253
327	32.22588194
328	32.19479136
329	32.16343607
330	32.10647732
331	32.0736487
332	32.03968447
333	32.00691437
334	31.97590444
335	31.93428046
336	31.90642918
337	31.87453216
338	31.82875598
339	31.79716107
340	31.75540352
341	31.71335246
342	31.67886274
343	31.63644159
344	31.59580923
345	31.56615464
346	31.54279073
347	31.51563039
348	31.47308855
349	31.44279499
350	31.41902578
351	31.38900746
352	31.35576748
353	31.3185005
354	31.2947461
355	31.26774386
356	31.23399005
357	31.19486076
358	31.16686574
359	31.1401226
360	31.10071062
361	31.05372893
362	31.02102028
363	30.98220929
364	30.96415219
365	30.94150246
366	30.89804243
367	30.85583026
368	30.8035684
369	30.76439249
370	30.73345477
371	30.71063107
372	30.68778184
373	30.65339082
374	30.62030921
375	30.59234539
376	30.57302143
377	30.55564715
378	30.52624298
379	30.50887228
380	30.48444621
381	30.46010114
382	30.4331136
383	30.40433705
384	30.38446912
385	30.36795181
386	30.34667989
387	30.32749809
388	30.30600134
389	30.28989651
390	30.27270959
391	30.24434388
392	30.21716103
393	30.18994141
394	30.17353295
395	30.14020173
396	30.11861099
397	30.08135699
398	30.04861403
399	30.03209815
400	30.01235652
401	29.97773435
402	29.95618361
403	29.92983148
404	29.89286955
405	29.86497131
406	29.83782322
407	29.81098616
408	29.77878648
409	29.76314517
410	29.74692591
411	29.71587032
412	29.70050362
413	29.68455581
414	29.65833526
415	29.63686692
416	29.60913111
417	29.59362908
418	29.5578793
419	29.54259182
420	29.5253818
421	29.51008546
422	29.48738714
423	29.47230478
424	29.44315301
425	29.4276405
426	29.40737306
427	29.37585634
428	29.32902266
429	29.28880987
430	29.27199667
431	29.25748305
432	29.23177119
433	29.2098845
434	29.17838317
435	29.16431677
436	29.14874112
437	29.13417868
438	29.11999312
439	29.08317078
440	29.06644557
441	29.0454078
442	29.02171662
443	29.00465958
444	28.98614438
445	28.97148674
446	28.95729051
447	28.93584638
448	28.92222848
449	28.90813756
450	28.88217813
451	28.86877743
452	28.85479776
453	28.83994715
454	28.82667223
455	28.81012049
456	28.7963346
457	28.77729361
458	28.76361139
459	28.75044755
460	28.73715389
461	28.72387484
462	28.70014683
463	28.6871626
464	28.65762772
465	28.63486487
466	28.61878384
467	28.5981056
468	28.5760266
469	28.54968166
470	28.52274638
471	28.49665752
472	28.47195013
473	28.45395328
474	28.43988546
475	28.42095288
476	28.39145764
477	28.3751793
478	28.35073053
479	28.33820711
480	28.32550037
481	28.31299974
482	28.27852389
483	28.25180009
484	28.23957647
485	28.2239692
486	28.2068682
487	28.18130952
488	28.16916138
489	28.14543229
490	28.11484654
491	28.09050768
492	28.07488656
493	28.05049572
494	28.0374018
495	28.00145076
496	27.96823587
497	27.93212901
498	27.91297166
499	27.88844871
500	27.87631917
501	27.86459005
502	27.83616094
503	27.8245798
504	27.79679667
505	27.76769053
506	27.72764454
507	27.71600659
508	27.68951165
509	27.67655887
510	27.65464087
511	27.63988898
512	27.61857848
513	27.60565681
514	27.58930234
515	27.57653573
516	27.54701517
517	27.53571314
518	27.52421057
519	27.48026988
520	27.45768894
521	27.4433371
522	27.42988228
523	27.4102477
524	27.39190527
525	27.35703832
526	27.33633469
527	27.32544159
528	27.30578721
529	27.27596881
530	27.25617231
531	27.24558684
532	27.22652848
533	27.19776329
534	27.18717141
535	27.1684388
536	27.15719847
537	27.14430303
538	27.12181827
539	27.10254454
540	27.09189565
541	27.07344331
542	27.04794009
543	27.02806628
544	27.01799705
545	27.00588585
546	26.97959399
547	26.95513664
548	26.92740113
549	26.90964882
550	26.88676745
551	26.8682423
552	26.85079659
553	26.83797002
554	26.81141579
555	26.80095393
556	26.79062198
557	26.75483901
558	26.74468958
559	26.72779844
560	26.71782615
561	26.70013189
562	26.67656821
563	26.65628738
564	26.64092709
565	26.62118904
566	26.60981045
567	26.59158406
568	26.58180008
569	26.57178082
570	26.55646533
571	26.53519841
572	26.51453386
573	26.49081178
574	26.48125029
575	26.46622422
576	26.44569345
577	26.41958026
578	26.39144746
579	26.37329067
580	26.34844587
581	26.33348869
582	26.32388808
583	26.31073706
584	26.2984284
585	26.28785721
586	26.27822885
587	26.26679179
588	26.25178093
589	26.23386871
590	26.21103724
591	26.19595151
592	26.18692775
593	26.17010573
594	26.15816861
595	26.14410275
596	26.13387557
597	26.1025804
598	26.08840934
599	26.0790346
600	26.05400738
601	26.02273296
602	26.00025488
603	25.98798001
604	25.97904556
605	25.96287041
606	25.94045374
607	25.92485807
608	25.90093887
609	25.88230972
610	25.84900656
611	25.82003422
612	25.8043907
613	25.79427485
614	25.77434582
615	25.75313176
616	25.73243448
617	25.71872077
618	25.70864788
619	25.69067122
620	25.66512845
621	25.64463828
622	25.61250798
623	25.59030344
624	25.57274275
625	25.56040429
626	25.54736197
627	25.53036277
628	25.52188631
629	25.51070836
630	25.49752231
631	25.46718582
632	25.44972247
633	25.42180656
634	25.41319045
635	25.40436037
636	25.38861969
637	25.3788627
638	25.37042864
639	25.35292467
640	25.32523442
641	25.31689032
642	25.2965247
643	25.26906504
644	25.24512076
645	25.22378707
646	25.20945342
647	25.20051056
648	25.17990569
649	25.16805237
650	25.15065961
651	25.11564207
652	25.10539068
653	25.08532491
654	25.05991778
655	25.04479321
656	25.03688628
657	25.0220204
658	25.00140747
659	24.9913726
660	24.98237517
661	24.96592674
662	24.94647637
663	24.92872739
664	24.91482985
665	24.90592803
666	24.8822463
667	24.85686431
668	24.847262
669	24.83818752
670	24.81373508
671	24.8035195
672	24.78859103
673	24.76184972
674	24.74237807
675	24.73463402
676	24.71891494
677	24.71026923
678	24.69315129
679	24.67970265
680	24.66716974
681	24.6448855
682	24.63358937
683	24.62552483
684	24.60706791
685	24.58737922
686	24.58000975
687	24.57219841
688	24.56294112
689	24.55001593
690	24.5338956
691	24.5159847
692	24.50265049
693	24.4890701
694	24.47762446
695	24.46883663
696	24.4478298
697	24.43830978
698	24.42062013
699	24.40137339
700	24.38959297
701	24.3758144
702	24.35779103
703	24.34825338
704	24.33642112
705	24.31438778
706	24.29241195
707	24.27753492
708	24.2649633
709	24.25787062
710	24.23791724
711	24.22618735
712	24.21080682
713	24.20253023
714	24.19542664
715	24.18466605
716	24.17428503
717	24.16461793
718	24.13053624
719	24.115001
720	24.09123531
721	24.06187686
722	24.04349206
723	24.02471555
724	24.01657313
725	24.00653187
726	23.99407489
727	23.98483873
728	23.97796815
729	23.95530994
730	23.9456408
731	23.93815181
732	23.93119259
733	23.91911105
734	23.90614667
735	23.882377
736	23.86919785
737	23.86073887
738	23.84656915
739	23.8290684
740	23.81574713
741	23.80847294
742	23.79934641
743	23.78549049
744	23.77469223
745	23.76396677
746	23.74874022
747	23.73737955
748	23.70524578
749	23.67468333
750	23.65939583
751	23.62706499
752	23.60638983
753	23.59166218
754	23.58312691
755	23.56746355
756	23.55707633
757	23.54828216
758	23.52019901
759	23.49712115
760	23.48919802
761	23.46825637
762	23.44994751
763	23.43153901
764	23.41408461
765	23.40219408
766	23.38773018
767	23.37328349
768	23.36056077
769	23.35258195
770	23.34076904
771	23.32321478
772	23.29821571
773	23.284854
774	23.27817768
775	23.25929246
776	23.24735081
777	23.23669978
778	23.22181586
779	23.20976883
780	23.19961704
781	23.16276599
782	23.15591956
783	23.14006129
784	23.13053386
785	23.10786403
786	23.09550756
787	23.08696696
788	23.07470968
789	23.0625002
790	23.05310639
791	23.04485899
792	23.02062974
793	23.01464054
794	23.00105224
795	22.98710979
796	22.95868351
797	22.94282183
798	22.92843703
799	22.91335618
800	22.88672234
801	22.87047803
802	22.86035882
803	22.84318919
804	22.82946203
805	22.81154363
806	22.80195224
807	22.78457889
808	22.76859947
809	22.75146829
810	22.73529439
811	22.72894796
812	22.70839209
813	22.69542223
814	22.68060406
815	22.67070311
816	22.6634054
817	22.65422218
818	22.63615437
819	22.6203377
820	22.60489295
821	22.59446179
822	22.58308843
823	22.56688112
824	22.55741613
825	22.54152098
826	22.51468504
827	22.50092154
828	22.48902838
829	22.47346027
830	22.46124709
831	22.43911016
832	22.42192202
833	22.41216012
834	22.40334284
835	22.38958018
836	22.37991356
837	22.36307879
838	22.35573851
839	22.34794126
840	22.33748734
841	22.32448543
842	22.31585227
843	22.30103753
844	22.28609926
845	22.27041762
846	22.25335377
847	22.24303906
848	22.23177098
849	22.21868908
850	22.20607419
851	22.19828024
852	22.18097607
853	22.16299243
854	22.15181884
855	22.14364106
856	22.12854016
857	22.11779315
858	22.1011616
859	22.0916437
860	22.08270376
861	22.06998261
862	22.05137715
863	22.03715412
864	22.01986397
865	22.0072163
866	22.00002877
867	21.98166757
868	21.96092367
869	21.94627059
870	21.93058084
871	21.9083418
872	21.89343309
873	21.88598227
874	21.8704147
875	21.8545134
876	21.83735375
877	21.82489311
878	21.81702782
879	21.81039724
880	21.78912655
881	21.77171635
882	21.75871121
883	21.74446859
884	21.73296306
885	21.72233298
886	21.70960461
887	21.68932865
888	21.67866009
889	21.6666573
890	21.65441186
891	21.64631657
892	21.61988593
893	21.60172966
894	21.59057367
895	21.5805808
896	21.55433104
897	21.54358598
898	21.52945552
899	21.51585906
900	21.49908429
901	21.47896412
902	21.46194775
903	21.44734349
904	21.43299516
905	21.41960106
906	21.41165325
907	21.40121286
908	21.39008181
909	21.38351079
910	21.36499915
911	21.35305982
912	21.34448697
913	21.31745964
914	21.29992571
915	21.27628891
916	21.26672955
917	21.25492497
918	21.24264384
919	21.23597582
920	21.2116142
921	21.19641602
922	21.1892665
923	21.17966041
924	21.16487097
925	21.15832669
926	21.14780254
927	21.13766678
928	21.12374726
929	21.09986597
930	21.08326759
931	21.06042504
932	21.0480097
933	21.03151769
934	21.01751838
935	21.00772882
936	20.99349966
937	20.98278142
938	20.96421873
939	20.94604784
940	20.93449717
941	20.92118008
942	20.90352645
943	20.88478857
944	20.87295538
945	20.86417596
946	20.85182013
947	20.83968199
948	20.83164384
949	20.82340383
950	20.795248
951	20.77792979
952	20.76974666
953	20.75268959
954	20.74325707
955	20.72890608
956	20.71862224
957	20.71015046
958	20.69532025
959	20.68728098
960	20.67183739
961	20.66272292
962	20.65360449
963	20.63528535
964	20.6142115
965	20.60414785
966	20.5955827
967	20.56411395
968	20.55134788
969	20.53323378
970	20.51932593
971	20.50522901
972	20.49264502
973	20.48491497
974	20.47680482
975	20.46329404
976	20.44825422
977	20.43776048
978	20.42956732
979	20.4211743
980	20.40687483
981	20.39475961
982	20.3710608
983	20.35904604
984	20.34358965
985	20.33003024
986	20.31699532
987	20.31049799
988	20.2822125
989	20.27210823
990	20.25811194
991	20.23988675
992	20.23078559
993	20.21986833
994	20.21061184
995	20.20056977
996	20.19153769
997	20.17175055
998	20.1575601
999	20.14627814
